config_id,embedding_dim,heads,layers,drop_rate,num_epochs,batch_size,lr,train_avg_loss,train_perplexity,train_token_accuracy,train_num_samples,train_avg_bleu,train_exact_match_rate,test_avg_loss,test_perplexity,test_token_accuracy,test_num_samples,test_avg_bleu,test_exact_match_rate,number_parameter,cpp_model_size
emb24_h4_l1_d001_ep300_bs8_lr001,24,4,1,0.01,300,8,0.01,0.3134898841381073,1.3681916222543062,0.8896882494004796,105,1.0,1.0,7.44183874130249,1705.8840185486226,0.38924731182795697,27,0.10040715993618124,0.0,29016,417868
emb24_h4_l1_d001_ep300_bs8_lr0005,24,4,1,0.01,300,8,0.005,0.31106792390346527,1.3648819261458773,0.8914868105515588,105,1.0,1.0,8.081254959106445,3233.2883362617345,0.3956989247311828,27,0.0538170984745789,0.0,29016,417526
emb24_h4_l1_d001_ep500_bs4_lr001,24,4,1,0.01,500,4,0.01,0.3237488344311714,1.3823000773300067,0.8872901678657075,105,0.9704444945072657,0.9619047619047619,7.825760841369629,2504.290754189982,0.37849462365591396,27,0.022917997067691445,0.0,29016,417237
emb24_h4_l1_d001_ep500_bs4_lr0005,24,4,1,0.01,500,4,0.005,0.29900820553302765,1.3485206887585623,0.8914868105515588,105,1.0,1.0,7.7006449699401855,2209.7727693793813,0.36129032258064514,27,0.07959593409525946,0.0,29016,417574
emb24_h4_l1_d001_ep500_bs8_lr001,24,4,1,0.01,500,8,0.01,0.32356252521276474,1.3820425660721014,0.8896882494004796,105,1.0,1.0,7.287415981292725,1461.7885238134845,0.3827956989247312,27,0.05436157583394392,0.0,29016,417758
emb24_h4_l1_d001_ep500_bs8_lr0005,24,4,1,0.01,500,8,0.005,0.30471791326999664,1.356242371065519,0.8926858513189448,105,1.0,1.0,7.431890964508057,1688.998391566499,0.35053763440860214,27,0.06032629430616386,0.0,29016,417763
emb24_h4_l1_d005_ep300_bs4_lr001,24,4,1,0.05,300,4,0.01,0.3132235184311867,1.3678272314584021,0.8908872901678657,105,1.0,1.0,7.697520732879639,2202.879688813645,0.3913978494623656,27,0.0647410899641443,0.0,29016,417450
emb24_h4_l1_d005_ep300_bs4_lr0005,24,4,1,0.05,300,4,0.005,0.30975809693336487,1.363095337304563,0.8920863309352518,105,1.0,1.0,7.754896640777588,2332.968198524864,0.3849462365591398,27,0.10819704075925689,0.037037037037037035,29016,417537
emb24_h4_l1_d005_ep300_bs8_lr001,24,4,1,0.05,300,8,0.01,0.3128366768360138,1.367298201322292,0.8914868105515588,105,1.0,1.0,7.903495788574219,2706.7279573550104,0.35268817204301073,27,0.037830687830687826,0.0,29016,417635
emb24_h4_l1_d005_ep300_bs8_lr0005,24,4,1,0.05,300,8,0.005,0.3066366836428642,1.3588471869681629,0.8908872901678657,105,1.0,1.0,7.813018798828125,2472.583412013493,0.3655913978494624,27,0.08566156834558328,0.037037037037037035,29016,417569
emb24_h4_l1_d005_ep500_bs4_lr001,24,4,1,0.05,500,4,0.01,0.3300415426492691,1.3910259141651629,0.8878896882494005,105,0.9812925170068028,0.9714285714285714,7.7592949867248535,2343.2519990233463,0.3827956989247312,27,0.14613189227840268,0.037037037037037035,29016,417262
emb24_h4_l1_d005_ep500_bs4_lr0005,24,4,1,0.05,500,4,0.005,0.30146538466215134,1.3518383199880326,0.8926858513189448,105,1.0,1.0,8.111504554748535,3332.5883214036976,0.3763440860215054,27,0.0606652692828705,0.0,29016,417699
emb24_h4_l1_d005_ep500_bs8_lr001,24,4,1,0.05,500,8,0.01,0.31727779656648636,1.3733840403085669,0.8920863309352518,105,1.0,1.0,7.7661848068237305,2359.4523283349604,0.3870967741935484,27,0.05136944706239605,0.0,29016,417868
emb24_h4_l1_d005_ep500_bs8_lr0005,24,4,1,0.05,500,8,0.005,0.3066415935754776,1.358853858832662,0.8908872901678657,105,1.0,1.0,7.752202987670898,2326.69244763166,0.3827956989247312,27,0.120133543516784,0.037037037037037035,29016,417586
emb24_h4_l2_d001_ep300_bs4_lr001,24,4,2,0.01,300,4,0.01,0.37173541635274887,1.4502492182990905,0.8764988009592326,105,0.9145310363918038,0.9047619047619048,7.697603702545166,2203.062468587106,0.36129032258064514,27,0.03046764742186966,0.0,36168,514702
emb24_h4_l2_d001_ep300_bs4_lr0005,24,4,2,0.01,300,4,0.005,0.30476274341344833,1.3563031729684378,0.8926858513189448,105,1.0,1.0,7.2748517990112305,1443.5372426479719,0.3827956989247312,27,0.06486811150074581,0.0,36168,514790
emb24_h4_l2_d001_ep300_bs8_lr001,24,4,2,0.01,300,8,0.01,0.3103862479329109,1.3639518359802543,0.8926858513189448,105,1.0,1.0,6.933028697967529,1025.595499473107,0.3870967741935484,27,0.09389897561554941,0.0,36168,514610
emb24_h4_l2_d001_ep300_bs8_lr0005,24,4,2,0.01,300,8,0.005,0.3044794499874115,1.3559189956158517,0.8932853717026379,105,1.0,1.0,7.18105936050415,1314.2998383623858,0.4,27,0.09498594798229508,0.0,36168,514770
emb24_h4_l2_d001_ep500_bs4_lr001,24,4,2,0.01,500,4,0.01,0.34404341876506805,1.4106398824196866,0.8812949640287769,105,0.945754216013016,0.9333333333333333,7.778715133666992,2389.203040996819,0.35913978494623655,27,0.0655680869663754,0.0,36168,515025
emb24_h4_l2_d001_ep500_bs4_lr0005,24,4,2,0.01,500,4,0.005,0.30023298412561417,1.350173339889084,0.8920863309352518,105,1.0,1.0,7.793410301208496,2424.5720200253195,0.3849462365591398,27,0.06561729959716915,0.0,36168,514524
emb24_h4_l2_d001_ep500_bs8_lr001,24,4,2,0.01,500,8,0.01,0.3137533590197563,1.3685521538734802,0.8914868105515588,105,1.0,1.0,7.908426284790039,2720.106423441911,0.4064516129032258,27,0.051832971490451914,0.0,36168,514808
emb24_h4_l2_d001_ep500_bs8_lr0005,24,4,2,0.01,500,8,0.005,0.31055014580488205,1.3641754031042301,0.8908872901678657,105,1.0,1.0,7.53178071975708,1866.4261280095416,0.36989247311827955,27,0.09112791683728798,0.0,36168,514740
emb24_h4_l2_d005_ep300_bs4_lr001,24,4,2,0.05,300,4,0.01,0.31899920105934143,1.375750225762809,0.8896882494004796,105,0.99031485643525,0.9809523809523809,7.548422336578369,1897.7463633100351,0.3720430107526882,27,0.07412076981371882,0.0,36168,514487
emb24_h4_l2_d005_ep300_bs4_lr0005,24,4,2,0.05,300,4,0.005,0.3055221140384674,1.357333500907485,0.8920863309352518,105,0.9916440617180046,0.9904761904761905,7.434242248535156,1692.9743790124908,0.3741935483870968,27,0.07004355997972993,0.0,36168,514751
emb24_h4_l2_d005_ep300_bs8_lr001,24,4,2,0.05,300,8,0.01,0.3156948536634445,1.3712117715311212,0.8914868105515588,105,0.9904761904761905,0.9904761904761905,7.612751483917236,2023.8390043074035,0.4043010752688172,27,0.09587497453120043,0.037037037037037035,36168,514680
emb24_h4_l2_d005_ep300_bs8_lr0005,24,4,2,0.05,300,8,0.005,0.31000491976737976,1.3634318218830794,0.8932853717026379,105,1.0,1.0,7.55613374710083,1912.437235457694,0.3741935483870968,27,0.10781456734358867,0.0,36168,514676
emb24_h4_l2_d005_ep500_bs4_lr001,24,4,2,0.05,500,4,0.01,0.3138740211725235,1.3687172962855598,0.8932853717026379,105,1.0,1.0,7.9513325691223145,2839.356068838787,0.38924731182795697,27,0.056170673133393835,0.0,36168,514705
emb24_h4_l2_d005_ep500_bs4_lr0005,24,4,2,0.05,500,4,0.005,0.30478452891111374,1.3563327210299048,0.8932853717026379,105,1.0,1.0,7.883439064025879,2652.980659403731,0.3827956989247312,27,0.09582869883735892,0.0,36168,514759
emb24_h4_l2_d005_ep500_bs8_lr001,24,4,2,0.05,500,8,0.01,0.3014631122350693,1.351835248037514,0.8926858513189448,105,1.0,1.0,7.649832725524902,2100.2942344190214,0.3978494623655914,27,0.09859674392825005,0.037037037037037035,36168,514693
emb24_h4_l2_d005_ep500_bs8_lr0005,24,4,2,0.05,500,8,0.005,0.3000805526971817,1.3499675467233248,0.8932853717026379,105,1.0,1.0,7.7849860191345215,2404.2325344901246,0.4,27,0.10257119358389576,0.0,36168,514606
